crop_name,location,price,quantity_kg,month,week,year,date,season,demand,is_peak_season
Tomato,Salem,30.83,279.9,8,32,2022,2022-08-09,Kharif,High,0
Cabbage,Vellore,19.15,594.3,8,32,2022,2022-08-09,Kharif,Medium,0
Lady Finger,Chennai,53.87,661.2,8,32,2022,2022-08-09,Kharif,Low,1
Groundnut,Vellore,63.18,322.1,8,32,2022,2022-08-10,Kharif,High,0
Potato,Erode,29.21,835.0,8,32,2022,2022-08-10,Kharif,Medium,0
Cotton,Trichy,55.47,405.0,8,32,2022,2022-08-11,Kharif,Medium,0
Coconut,Coimbatore,28.52,628.1,8,32,2022,2022-08-12,Kharif,Medium,0
Banana,Coimbatore,41.21,839.7,8,32,2022,2022-08-12,Kharif,Medium,0
Coconut,Dindigul,27.25,546.1,8,32,2022,2022-08-12,Kharif,Medium,0
Groundnut,Vellore,65.93,558.5,8,32,2022,2022-08-12,Kharif,Medium,0
Cotton,Dindigul,56.04,742.1,8,32,2022,2022-08-12,Kharif,Medium,0
Banana,Madurai,40.64,603.3,8,32,2022,2022-08-12,Kharif,Medium,0
Cotton,Chennai,49.53,517.1,8,32,2022,2022-08-13,Kharif,High,0
Brinjal,Coimbatore,33.56,440.1,8,32,2022,2022-08-14,Kharif,Medium,1
Carrot,Tirunelveli,52.39,362.0,8,32,2022,2022-08-14,Kharif,Medium,0
Cotton,Madurai,55.67,666.3,8,32,2022,2022-08-14,Kharif,Medium,0
Cauliflower,Chennai,27.68,621.9,8,33,2022,2022-08-15,Kharif,High,0
Groundnut,Vellore,62.58,645.9,8,33,2022,2022-08-15,Kharif,High,0
Coconut,Coimbatore,25.14,487.2,8,33,2022,2022-08-15,Kharif,High,0
Carrot,Madurai,53.47,292.5,8,33,2022,2022-08-16,Kharif,Medium,0
Banana,Madurai,40.29,654.9,8,33,2022,2022-08-16,Kharif,Medium,0
Cotton,Vellore,50.85,686.5,8,33,2022,2022-08-17,Kharif,High,0
Potato,Trichy,25.84,496.6,8,33,2022,2022-08-18,Kharif,Medium,0
Cauliflower,Dindigul,29.57,485.6,8,33,2022,2022-08-18,Kharif,High,0
Tomato,Salem,34.17,408.1,8,33,2022,2022-08-18,Kharif,Medium,0
Cotton,Tirunelveli,52.79,658.1,8,33,2022,2022-08-19,Kharif,Medium,0
Tomato,Salem,38.67,668.1,8,33,2022,2022-08-19,Kharif,Medium,0
Brinjal,Tirunelveli,38.27,396.4,8,33,2022,2022-08-19,Kharif,Low,1
Cotton,Coimbatore,56.53,388.6,8,33,2022,2022-08-19,Kharif,Medium,0
Cauliflower,Erode,27.49,594.3,8,33,2022,2022-08-20,Kharif,High,0
Cabbage,Coimbatore,17.25,254.0,8,33,2022,2022-08-20,Kharif,Medium,0
Sugarcane,Thanjavur,3.84,614.2,8,33,2022,2022-08-20,Kharif,Medium,0
Rice,Tirunelveli,43.71,603.6,8,33,2022,2022-08-20,Kharif,Low,1
Onion,Erode,30.89,574.8,8,33,2022,2022-08-20,Kharif,Medium,0
Coconut,Madurai,26.86,491.5,8,33,2022,2022-08-20,Kharif,Medium,0
Lady Finger,Vellore,58.99,640.0,8,33,2022,2022-08-21,Kharif,Low,1
Brinjal,Vellore,40.23,328.0,8,33,2022,2022-08-21,Kharif,Low,1
Banana,Salem,42.41,465.1,8,33,2022,2022-08-21,Kharif,Medium,0
Brinjal,Erode,39.28,460.3,8,34,2022,2022-08-22,Kharif,Low,1
Onion,Coimbatore,28.33,15.3,8,34,2022,2022-08-22,Kharif,High,0
Chilli,Chennai,109.94,579.6,8,34,2022,2022-08-22,Kharif,Medium,0
Potato,Trichy,23.7,206.6,8,34,2022,2022-08-23,Kharif,High,0
Sugarcane,Erode,3.74,422.2,8,34,2022,2022-08-23,Kharif,Medium,0
Carrot,Erode,55.37,551.5,8,34,2022,2022-08-23,Kharif,Medium,0
Cabbage,Chennai,17.26,254.1,8,34,2022,2022-08-23,Kharif,Medium,0
Sugarcane,Salem,4.07,614.4,8,34,2022,2022-08-23,Kharif,Medium,0
Tomato,Thanjavur,41.49,334.2,8,34,2022,2022-08-24,Kharif,Medium,0
Rice,Trichy,42.99,411.2,8,34,2022,2022-08-24,Kharif,Low,1
Cabbage,Vellore,17.31,545.3,8,34,2022,2022-08-24,Kharif,Medium,0
Sugarcane,Vellore,3.45,915.5,8,34,2022,2022-08-24,Kharif,Medium,0
Chilli,Erode,114.13,589.3,8,34,2022,2022-08-25,Kharif,Medium,0
Potato,Erode,28.65,594.0,8,34,2022,2022-08-25,Kharif,Medium,0
Banana,Erode,40.78,589.3,8,34,2022,2022-08-26,Kharif,Medium,0
Groundnut,Thanjavur,68.6,530.4,8,34,2022,2022-08-26,Kharif,Medium,0
Coconut,Trichy,27.74,493.3,8,34,2022,2022-08-26,Kharif,Medium,0
Cauliflower,Tirunelveli,28.46,309.3,8,34,2022,2022-08-26,Kharif,High,0
Tomato,Coimbatore,33.11,375.6,8,34,2022,2022-08-27,Kharif,High,0
Banana,Tirunelveli,39.76,368.7,8,34,2022,2022-08-27,Kharif,Medium,0
Brinjal,Coimbatore,34.97,369.9,8,34,2022,2022-08-27,Kharif,Low,1
Coconut,Thanjavur,30.14,779.2,8,34,2022,2022-08-28,Kharif,Medium,0
Potato,Dindigul,23.27,645.1,8,34,2022,2022-08-28,Kharif,High,0
Potato,Trichy,29.25,533.5,8,34,2022,2022-08-28,Kharif,Medium,0
Rice,Trichy,44.66,541.7,8,34,2022,2022-08-28,Kharif,Low,1
Banana,Vellore,41.78,762.5,8,34,2022,2022-08-28,Kharif,Medium,0
Cauliflower,Salem,29.6,347.1,8,35,2022,2022-08-29,Kharif,High,0
Sugarcane,Madurai,3.38,429.5,8,35,2022,2022-08-29,Kharif,High,0
Banana,Madurai,41.48,650.4,8,35,2022,2022-08-29,Kharif,Medium,0
Rice,Salem,42.53,298.0,8,35,2022,2022-08-29,Kharif,Low,1
Potato,Chennai,26.71,565.1,8,35,2022,2022-08-29,Kharif,Medium,0
Sugarcane,Dindigul,3.99,785.2,8,35,2022,2022-08-30,Kharif,Medium,0
Potato,Vellore,26.19,504.0,8,35,2022,2022-08-30,Kharif,Medium,0
Onion,Erode,33.17,370.2,8,35,2022,2022-08-30,Kharif,Medium,0
Chilli,Trichy,110.95,651.6,8,35,2022,2022-08-31,Kharif,Medium,0
Onion,Salem,33.28,413.2,8,35,2022,2022-08-31,Kharif,Medium,0
Coconut,Vellore,26.34,626.3,8,35,2022,2022-08-31,Kharif,Medium,0
Lady Finger,Vellore,39.02,462.0,9,35,2022,2022-09-01,Kharif,Medium,0
Brinjal,Vellore,36.77,405.0,9,35,2022,2022-09-01,Kharif,Low,1
Tomato,Erode,37.21,348.7,9,35,2022,2022-09-01,Kharif,Medium,0
Coconut,Trichy,26.8,295.3,9,35,2022,2022-09-01,Kharif,Medium,0
Lady Finger,Coimbatore,43.53,670.4,9,35,2022,2022-09-02,Kharif,Medium,0
Sugarcane,Thanjavur,3.6,794.7,9,35,2022,2022-09-02,Kharif,Medium,0
Sugarcane,Madurai,3.55,282.8,9,35,2022,2022-09-02,Kharif,Medium,0
Carrot,Erode,49.17,486.4,9,35,2022,2022-09-03,Kharif,Medium,0
Tomato,Vellore,34.75,412.9,9,35,2022,2022-09-04,Kharif,Medium,0
Coconut,Madurai,29.28,586.7,9,35,2022,2022-09-04,Kharif,Medium,0
Coconut,Dindigul,27.69,615.4,9,35,2022,2022-09-04,Kharif,Medium,0
Lady Finger,Chennai,39.95,523.9,9,35,2022,2022-09-04,Kharif,Medium,0
Groundnut,Vellore,65.65,542.6,9,36,2022,2022-09-05,Kharif,Medium,0
Rice,Salem,43.12,740.6,9,36,2022,2022-09-05,Kharif,Low,1
Banana,Tirunelveli,41.41,705.8,9,36,2022,2022-09-05,Kharif,Medium,0
Banana,Salem,39.29,575.0,9,36,2022,2022-09-05,Kharif,Medium,0
Cotton,Madurai,50.0,115.7,9,36,2022,2022-09-06,Kharif,High,0
Cauliflower,Erode,33.53,731.6,9,36,2022,2022-09-06,Kharif,Medium,0
Tomato,Tirunelveli,35.58,272.0,9,36,2022,2022-09-06,Kharif,Medium,0
Lady Finger,Salem,41.18,613.4,9,36,2022,2022-09-06,Kharif,Medium,0
Groundnut,Erode,73.16,300.5,9,36,2022,2022-09-06,Kharif,Medium,0
Groundnut,Thanjavur,83.44,613.1,9,36,2022,2022-09-06,Kharif,Medium,0
Rice,Trichy,40.36,522.8,9,36,2022,2022-09-07,Kharif,Low,1
Lady Finger,Trichy,38.25,247.8,9,36,2022,2022-09-07,Kharif,Medium,0
Groundnut,Chennai,67.83,453.7,9,36,2022,2022-09-07,Kharif,Medium,0
Cabbage,Chennai,19.02,940.6,9,36,2022,2022-09-07,Kharif,Medium,0
Rice,Dindigul,46.77,502.1,9,36,2022,2022-09-08,Kharif,Low,1
Onion,Vellore,32.51,488.1,9,36,2022,2022-09-08,Kharif,Medium,0
Rice,Erode,37.0,364.7,9,36,2022,2022-09-08,Kharif,Medium,1
Potato,Vellore,24.22,535.0,9,36,2022,2022-09-08,Kharif,Medium,0
Brinjal,Vellore,40.96,510.5,9,36,2022,2022-09-09,Kharif,Low,1
Cabbage,Madurai,16.75,599.6,9,36,2022,2022-09-09,Kharif,High,0
Lady Finger,Thanjavur,41.92,386.8,9,36,2022,2022-09-09,Kharif,Medium,0
Lady Finger,Madurai,38.92,484.1,9,36,2022,2022-09-10,Kharif,Medium,0
Banana,Dindigul,35.76,465.6,9,36,2022,2022-09-10,Kharif,High,0
Cauliflower,Dindigul,31.83,597.9,9,36,2022,2022-09-10,Kharif,Medium,0
Brinjal,Dindigul,37.78,390.2,9,36,2022,2022-09-10,Kharif,Low,1
Brinjal,Tirunelveli,41.95,314.4,9,36,2022,2022-09-11,Kharif,Low,1
Cotton,Vellore,52.89,255.3,9,36,2022,2022-09-11,Kharif,Medium,0
Coconut,Madurai,31.98,513.1,9,36,2022,2022-09-11,Kharif,Medium,0
Sugarcane,Madurai,3.6,632.3,9,36,2022,2022-09-11,Kharif,Medium,0
Tomato,Coimbatore,35.05,384.8,9,36,2022,2022-09-11,Kharif,Medium,0
Tomato,Dindigul,34.77,589.8,9,37,2022,2022-09-12,Kharif,Medium,0
Groundnut,Coimbatore,66.11,358.8,9,37,2022,2022-09-12,Kharif,Medium,0
Cabbage,Erode,18.85,698.3,9,37,2022,2022-09-12,Kharif,Medium,0
Chilli,Trichy,105.55,685.5,9,37,2022,2022-09-12,Kharif,Medium,0
Cauliflower,Chennai,32.68,88.4,9,37,2022,2022-09-12,Kharif,Medium,0
Cabbage,Erode,18.32,521.2,9,37,2022,2022-09-12,Kharif,Medium,0
Brinjal,Dindigul,35.01,221.3,9,37,2022,2022-09-13,Kharif,Low,1
Cabbage,Thanjavur,17.67,726.3,9,37,2022,2022-09-13,Kharif,Medium,0
Onion,Trichy,28.03,438.2,9,37,2022,2022-09-13,Kharif,High,0
Rice,Trichy,39.3,540.5,9,37,2022,2022-09-14,Kharif,Medium,1
Lady Finger,Trichy,43.49,550.8,9,37,2022,2022-09-14,Kharif,Medium,0
Potato,Chennai,21.34,729.8,9,37,2022,2022-09-14,Kharif,High,0
Potato,Salem,22.07,982.7,9,37,2022,2022-09-15,Kharif,High,0
Tomato,Tirunelveli,33.61,787.6,9,37,2022,2022-09-15,Kharif,High,0
Lady Finger,Coimbatore,38.16,504.3,9,37,2022,2022-09-15,Kharif,High,0
Chilli,Tirunelveli,105.96,454.3,9,37,2022,2022-09-16,Kharif,Medium,0
Cotton,Trichy,59.7,542.2,9,37,2022,2022-09-16,Kharif,Medium,0
Cauliflower,Dindigul,33.77,468.6,9,37,2022,2022-09-16,Kharif,Medium,0
Chilli,Dindigul,113.27,570.6,9,37,2022,2022-09-17,Kharif,Medium,0
Potato,Coimbatore,24.02,678.8,9,37,2022,2022-09-18,Kharif,Medium,0
Rice,Vellore,39.33,533.3,9,37,2022,2022-09-18,Kharif,Medium,1
Cabbage,Erode,17.39,737.9,9,37,2022,2022-09-18,Kharif,Medium,0
Carrot,Coimbatore,46.26,416.5,9,37,2022,2022-09-18,Kharif,High,0
Cabbage,Erode,17.56,536.8,9,38,2022,2022-09-19,Kharif,Medium,0
Chilli,Chennai,109.28,486.4,9,38,2022,2022-09-19,Kharif,Medium,0
Cotton,Vellore,60.6,629.6,9,38,2022,2022-09-19,Kharif,Medium,0
Rice,Chennai,42.33,412.3,9,38,2022,2022-09-19,Kharif,Low,1
Lady Finger,Tirunelveli,44.6,483.4,9,38,2022,2022-09-19,Kharif,Medium,0
Cotton,Dindigul,58.04,465.2,9,38,2022,2022-09-20,Kharif,Medium,0
Cotton,Madurai,55.34,600.5,9,38,2022,2022-09-20,Kharif,Medium,0
Carrot,Chennai,50.12,367.6,9,38,2022,2022-09-20,Kharif,Medium,0
Cauliflower,Erode,30.31,248.0,9,38,2022,2022-09-21,Kharif,Medium,0
Carrot,Coimbatore,51.61,639.0,9,38,2022,2022-09-21,Kharif,Medium,0
Banana,Tirunelveli,39.3,548.7,9,38,2022,2022-09-22,Kharif,Medium,0
Carrot,Madurai,44.2,730.5,9,38,2022,2022-09-22,Kharif,High,0
Chilli,Dindigul,108.22,571.4,9,38,2022,2022-09-22,Kharif,Medium,0
Potato,Coimbatore,28.48,430.2,9,38,2022,2022-09-22,Kharif,Medium,0
Sugarcane,Erode,3.74,630.5,9,38,2022,2022-09-22,Kharif,Medium,0
Lady Finger,Trichy,46.75,367.6,9,38,2022,2022-09-23,Kharif,Medium,0
Onion,Chennai,30.46,467.7,9,38,2022,2022-09-23,Kharif,Medium,0
Cotton,Coimbatore,53.67,537.0,9,38,2022,2022-09-23,Kharif,Medium,0
Cauliflower,Salem,29.95,706.9,9,38,2022,2022-09-24,Kharif,Medium,0
Lady Finger,Dindigul,35.85,569.0,9,38,2022,2022-09-25,Kharif,High,0
Cauliflower,Coimbatore,29.14,332.9,9,38,2022,2022-09-25,Kharif,High,0
Groundnut,Chennai,56.46,651.8,9,38,2022,2022-09-25,Kharif,High,0
Banana,Tirunelveli,40.75,563.5,9,39,2022,2022-09-26,Kharif,Medium,0
Banana,Thanjavur,41.95,594.6,9,39,2022,2022-09-26,Kharif,Medium,0
Brinjal,Madurai,37.52,439.7,9,39,2022,2022-09-26,Kharif,Low,1
Rice,Salem,43.13,613.4,9,39,2022,2022-09-26,Kharif,Low,1
Cabbage,Erode,18.76,786.1,9,39,2022,2022-09-26,Kharif,Medium,0
Carrot,Vellore,49.36,641.8,9,39,2022,2022-09-27,Kharif,Medium,0
Coconut,Chennai,25.69,420.8,9,39,2022,2022-09-27,Kharif,Medium,0
Sugarcane,Tirunelveli,3.61,525.9,9,39,2022,2022-09-27,Kharif,Medium,0
Groundnut,Thanjavur,69.71,603.3,9,39,2022,2022-09-28,Kharif,Medium,0
Cotton,Chennai,49.33,259.3,9,39,2022,2022-09-28,Kharif,High,0
Coconut,Vellore,29.74,442.7,9,39,2022,2022-09-28,Kharif,Medium,0
Brinjal,Salem,38.29,440.5,9,39,2022,2022-09-28,Kharif,Low,1
Cauliflower,Vellore,32.26,459.0,9,39,2022,2022-09-28,Kharif,Medium,0
Brinjal,Coimbatore,36.27,481.2,9,39,2022,2022-09-29,Kharif,Low,1
Brinjal,Dindigul,33.55,709.0,9,39,2022,2022-09-29,Kharif,Medium,1
Tomato,Erode,42.22,536.1,9,39,2022,2022-09-30,Kharif,Medium,0
Onion,Thanjavur,31.32,719.0,9,39,2022,2022-09-30,Kharif,Medium,0
Potato,Tirunelveli,24.71,497.4,9,39,2022,2022-09-30,Kharif,Medium,0
Brinjal,Tirunelveli,35.42,396.5,9,39,2022,2022-09-30,Kharif,Low,1
Potato,Trichy,30.2,748.4,9,39,2022,2022-09-30,Kharif,Medium,0
Onion,Thanjavur,31.89,580.0,10,39,2022,2022-10-01,Kharif,Medium,0
Sugarcane,Vellore,4.99,487.0,10,39,2022,2022-10-01,Kharif,Low,1
Brinjal,Erode,27.71,321.3,10,39,2022,2022-10-01,Kharif,Medium,0
Banana,Chennai,38.04,428.4,10,39,2022,2022-10-01,Kharif,High,0
Sugarcane,Erode,4.47,439.1,10,39,2022,2022-10-02,Kharif,Medium,1
Sugarcane,Trichy,5.25,389.6,10,39,2022,2022-10-02,Kharif,Low,1
Banana,Salem,44.16,718.7,10,39,2022,2022-10-02,Kharif,Medium,0
Sugarcane,Vellore,5.18,477.6,10,39,2022,2022-10-02,Kharif,Low,1
Cabbage,Vellore,18.47,696.6,10,40,2022,2022-10-03,Kharif,Medium,0
Cauliflower,Coimbatore,28.72,531.1,10,40,2022,2022-10-03,Kharif,High,0
Lady Finger,Coimbatore,38.31,353.6,10,40,2022,2022-10-03,Kharif,Medium,0
Groundnut,Erode,94.53,357.3,10,40,2022,2022-10-03,Kharif,Low,1
Banana,Thanjavur,43.27,622.1,10,40,2022,2022-10-04,Kharif,Medium,0
Lady Finger,Erode,39.56,641.5,10,40,2022,2022-10-04,Kharif,Medium,0
Onion,Madurai,26.88,719.5,10,40,2022,2022-10-04,Kharif,High,0
Cotton,Madurai,77.79,369.4,10,40,2022,2022-10-04,Kharif,Low,1
Coconut,Tirunelveli,28.6,374.5,10,40,2022,2022-10-05,Kharif,Medium,0
Cauliflower,Coimbatore,30.8,597.3,10,40,2022,2022-10-05,Kharif,Medium,0
Onion,Salem,29.17,765.4,10,40,2022,2022-10-06,Kharif,High,0
Lady Finger,Erode,40.46,695.3,10,40,2022,2022-10-07,Kharif,Medium,0
Onion,Vellore,34.2,432.7,10,40,2022,2022-10-07,Kharif,Medium,0
Potato,Trichy,26.04,662.2,10,40,2022,2022-10-07,Kharif,Medium,0
Lady Finger,Salem,33.55,528.9,10,40,2022,2022-10-07,Kharif,High,0
Groundnut,Thanjavur,87.31,530.2,10,40,2022,2022-10-07,Kharif,Low,1
Onion,Salem,32.21,551.8,10,40,2022,2022-10-08,Kharif,Medium,0
Sugarcane,Dindigul,5.07,376.9,10,40,2022,2022-10-08,Kharif,Low,1
Cabbage,Madurai,16.15,658.0,10,40,2022,2022-10-09,Kharif,High,0
Onion,Chennai,31.52,448.0,10,40,2022,2022-10-09,Kharif,Medium,0
Chilli,Madurai,115.82,678.3,10,40,2022,2022-10-09,Kharif,Medium,0
Potato,Salem,25.24,580.3,10,40,2022,2022-10-09,Kharif,Medium,0
Banana,Salem,37.59,410.0,10,40,2022,2022-10-09,Kharif,High,0
Sugarcane,Thanjavur,4.44,340.6,10,40,2022,2022-10-09,Kharif,Medium,1
Brinjal,Madurai,26.52,274.5,10,41,2022,2022-10-10,Kharif,Medium,0
Cotton,Salem,71.83,338.0,10,41,2022,2022-10-10,Kharif,Low,1
Sugarcane,Madurai,4.97,534.9,10,41,2022,2022-10-10,Kharif,Low,1
Groundnut,Thanjavur,90.35,544.2,10,41,2022,2022-10-10,Kharif,Low,1
Groundnut,Dindigul,87.5,230.6,10,41,2022,2022-10-10,Kharif,Low,1
Cauliflower,Thanjavur,32.67,12.6,10,41,2022,2022-10-10,Kharif,Medium,0
Sugarcane,Dindigul,4.5,517.5,10,41,2022,2022-10-10,Kharif,Medium,1
Chilli,Tirunelveli,101.07,786.5,10,41,2022,2022-10-10,Kharif,High,0
Coconut,Salem,23.67,407.7,10,41,2022,2022-10-10,Kharif,High,0
Chilli,Salem,100.88,545.7,10,41,2022,2022-10-11,Kharif,High,0
Brinjal,Erode,25.27,784.7,10,41,2022,2022-10-11,Kharif,High,0
Cotton,Salem,72.95,398.1,10,41,2022,2022-10-11,Kharif,Low,1
Chilli,Madurai,94.77,568.9,10,41,2022,2022-10-11,Kharif,High,0
Groundnut,Madurai,80.2,689.6,10,41,2022,2022-10-12,Kharif,Medium,1
Tomato,Vellore,52.55,544.5,10,41,2022,2022-10-12,Kharif,Low,1
Sugarcane,Vellore,4.87,419.7,10,41,2022,2022-10-12,Kharif,Low,1
Cotton,Chennai,74.01,245.9,10,41,2022,2022-10-12,Kharif,Low,1
Tomato,Thanjavur,47.65,513.6,10,41,2022,2022-10-12,Kharif,Low,1
Sugarcane,Tirunelveli,4.7,851.8,10,41,2022,2022-10-13,Kharif,Low,1
Coconut,Erode,28.49,282.5,10,41,2022,2022-10-13,Kharif,Medium,0
Cauliflower,Chennai,31.67,921.5,10,41,2022,2022-10-13,Kharif,Medium,0
Onion,Salem,30.07,348.9,10,41,2022,2022-10-13,Kharif,Medium,0
Chilli,Chennai,99.83,451.4,10,41,2022,2022-10-13,Kharif,High,0
Tomato,Vellore,50.65,562.6,10,41,2022,2022-10-13,Kharif,Low,1
Rice,Chennai,41.11,347.5,10,41,2022,2022-10-14,Kharif,Low,1
Onion,Coimbatore,33.02,391.2,10,41,2022,2022-10-14,Kharif,Medium,0
Groundnut,Vellore,82.85,495.4,10,41,2022,2022-10-14,Kharif,Medium,1
Cabbage,Trichy,17.69,271.3,10,41,2022,2022-10-14,Kharif,Medium,0
Groundnut,Coimbatore,81.13,563.2,10,41,2022,2022-10-14,Kharif,Medium,1
Cauliflower,Thanjavur,27.18,709.5,10,41,2022,2022-10-14,Kharif,High,0
Lady Finger,Erode,34.89,939.9,10,41,2022,2022-10-15,Kharif,High,0
Potato,Thanjavur,26.61,532.6,10,41,2022,2022-10-15,Kharif,Medium,0
Brinjal,Coimbatore,28.99,580.8,10,41,2022,2022-10-16,Kharif,Medium,0
Cauliflower,Erode,32.28,429.9,10,41,2022,2022-10-16,Kharif,Medium,0
Brinjal,Dindigul,28.45,621.6,10,42,2022,2022-10-17,Kharif,Medium,0
Lady Finger,Thanjavur,38.68,771.8,10,42,2022,2022-10-17,Kharif,Medium,0
Chilli,Trichy,112.84,531.6,10,42,2022,2022-10-17,Kharif,Medium,0
Onion,Trichy,32.3,285.1,10,42,2022,2022-10-17,Kharif,Medium,0
Tomato,Madurai,53.53,290.8,10,42,2022,2022-10-18,Kharif,Low,1
Brinjal,Coimbatore,29.16,822.2,10,42,2022,2022-10-18,Kharif,Medium,0
Lady Finger,Tirunelveli,40.95,395.4,10,42,2022,2022-10-18,Kharif,Medium,0
Tomato,Salem,59.79,195.0,10,42,2022,2022-10-18,Kharif,Low,1
Onion,Vellore,30.59,686.6,10,42,2022,2022-10-18,Kharif,Medium,0
Onion,Coimbatore,32.23,442.8,10,42,2022,2022-10-18,Kharif,Medium,0
Cotton,Madurai,72.15,337.7,10,42,2022,2022-10-19,Kharif,Low,1
Cabbage,Thanjavur,18.59,671.3,10,42,2022,2022-10-19,Kharif,Medium,0
Cotton,Chennai,76.65,286.6,10,42,2022,2022-10-20,Kharif,Low,1
Rice,Chennai,39.74,344.8,10,42,2022,2022-10-20,Kharif,Medium,1
Onion,Trichy,29.22,483.5,10,42,2022,2022-10-20,Kharif,High,0
Potato,Madurai,27.02,264.2,10,42,2022,2022-10-20,Kharif,Medium,0
Cauliflower,Erode,32.38,534.5,10,42,2022,2022-10-20,Kharif,Medium,0
Cauliflower,Dindigul,35.34,549.5,10,42,2022,2022-10-21,Kharif,Medium,0
Carrot,Erode,48.85,752.2,10,42,2022,2022-10-21,Kharif,Medium,0
Cotton,Vellore,69.55,480.7,10,42,2022,2022-10-21,Kharif,Low,1
Potato,Salem,25.18,761.5,10,42,2022,2022-10-21,Kharif,Medium,0
Brinjal,Coimbatore,27.1,306.4,10,42,2022,2022-10-22,Kharif,Medium,0
Onion,Chennai,30.84,724.5,10,42,2022,2022-10-22,Kharif,Medium,0
Rice,Salem,43.89,350.1,10,42,2022,2022-10-22,Kharif,Low,1
Onion,Coimbatore,26.81,682.4,10,42,2022,2022-10-23,Kharif,High,0
Cabbage,Madurai,18.47,718.5,10,42,2022,2022-10-23,Kharif,Medium,0
Rice,Thanjavur,44.22,384.5,10,42,2022,2022-10-23,Kharif,Low,1
Rice,Dindigul,44.51,488.8,10,42,2022,2022-10-23,Kharif,Low,1
Tomato,Tirunelveli,42.1,507.5,10,43,2022,2022-10-24,Kharif,Medium,1
Brinjal,Trichy,28.51,574.8,10,43,2022,2022-10-24,Kharif,Medium,0
Tomato,Trichy,57.58,412.9,10,43,2022,2022-10-24,Kharif,Low,1
Chilli,Coimbatore,99.65,339.7,10,43,2022,2022-10-25,Kharif,High,0
Cauliflower,Erode,31.19,725.0,10,43,2022,2022-10-25,Kharif,Medium,0
Carrot,Thanjavur,52.13,601.1,10,43,2022,2022-10-26,Kharif,Medium,0
Potato,Tirunelveli,27.78,607.0,10,43,2022,2022-10-26,Kharif,Medium,0
Carrot,Salem,52.04,565.3,10,43,2022,2022-10-26,Kharif,Medium,0
Carrot,Trichy,49.08,371.3,10,43,2022,2022-10-26,Kharif,Medium,0
Carrot,Chennai,49.39,662.4,10,43,2022,2022-10-27,Kharif,Medium,0
Coconut,Trichy,26.25,504.1,10,43,2022,2022-10-27,Kharif,Medium,0
Cabbage,Vellore,16.4,521.7,10,43,2022,2022-10-27,Kharif,High,0
Cauliflower,Dindigul,26.48,697.1,10,43,2022,2022-10-28,Kharif,High,0
Rice,Madurai,42.65,392.3,10,43,2022,2022-10-28,Kharif,Low,1
Cauliflower,Chennai,32.59,443.3,10,43,2022,2022-10-28,Kharif,Medium,0
Coconut,Dindigul,26.97,913.8,10,43,2022,2022-10-29,Kharif,Medium,0
Coconut,Erode,27.67,745.0,10,43,2022,2022-10-29,Kharif,Medium,0
Coconut,Coimbatore,28.98,393.4,10,43,2022,2022-10-29,Kharif,Medium,0
Chilli,Tirunelveli,95.46,325.0,10,43,2022,2022-10-30,Kharif,High,0
Groundnut,Salem,92.75,324.9,10,43,2022,2022-10-30,Kharif,Low,1
Tomato,Chennai,51.2,236.0,10,43,2022,2022-10-30,Kharif,Low,1
Lady Finger,Chennai,38.47,562.1,10,43,2022,2022-10-30,Kharif,Medium,0
Potato,Erode,28.15,444.5,10,43,2022,2022-10-30,Kharif,Medium,0
Chilli,Vellore,116.26,703.6,10,43,2022,2022-10-30,Kharif,Medium,0
Potato,Vellore,24.2,734.9,10,43,2022,2022-10-30,Kharif,Medium,0
Potato,Vellore,24.79,449.4,10,44,2022,2022-10-31,Kharif,Medium,0
Brinjal,Coimbatore,30.49,687.2,10,44,2022,2022-10-31,Kharif,Medium,0
Cotton,Chennai,75.13,223.4,10,44,2022,2022-10-31,Kharif,Low,1
Groundnut,Madurai,91.38,333.4,10,44,2022,2022-10-31,Kharif,Low,1
Rice,Vellore,38.44,436.6,10,44,2022,2022-10-31,Kharif,Medium,1
Tomato,Madurai,53.41,441.9,10,44,2022,2022-10-31,Kharif,Low,1
Groundnut,Tirunelveli,97.19,424.5,10,44,2022,2022-10-31,Kharif,Low,1
Tomato,Erode,49.03,445.0,11,44,2022,2022-11-01,Rabi,Low,1
Chilli,Tirunelveli,113.44,356.4,11,44,2022,2022-11-01,Rabi,Medium,0
Carrot,Erode,66.57,438.1,11,44,2022,2022-11-01,Rabi,Low,1
Banana,Erode,45.86,431.8,11,44,2022,2022-11-01,Rabi,Medium,0
Coconut,Thanjavur,26.32,625.0,11,44,2022,2022-11-02,Rabi,Medium,0
Coconut,Erode,27.74,766.3,11,44,2022,2022-11-02,Rabi,Medium,0
Onion,Trichy,29.14,707.4,11,44,2022,2022-11-02,Rabi,High,0
Carrot,Trichy,60.46,487.8,11,44,2022,2022-11-02,Rabi,Medium,1
Coconut,Tirunelveli,25.82,1045.3,11,44,2022,2022-11-03,Rabi,Medium,0
Banana,Salem,35.92,53.5,11,44,2022,2022-11-03,Rabi,High,0
Cabbage,Tirunelveli,16.57,290.2,11,44,2022,2022-11-03,Rabi,High,0
Banana,Salem,43.84,470.0,11,44,2022,2022-11-04,Rabi,Medium,0
Rice,Coimbatore,30.15,471.5,11,44,2022,2022-11-04,Rabi,Medium,0
Potato,Tirunelveli,33.05,315.6,11,44,2022,2022-11-04,Rabi,Low,1
