order_id,farmer_id,consumer_id,crop_name,price_per_kg,quantity_kg,total,amount_saved,status,date,month,year,location
order_02851,farmer_0035,consumer_0135,Potato,28.18,1.0,28.18,8.45,Processing,2023-07-12,7,2023,Thanjavur
order_01866,farmer_0034,consumer_0068,Sugarcane,3.65,14.6,53.29,13.79,Delivered,2023-07-12,7,2023,Trichy
order_01637,farmer_0027,consumer_0021,Chilli,111.44,2.7,300.89,73.7,On the way,2023-07-13,7,2023,Erode
order_02346,farmer_0002,consumer_0100,Tomato,33.58,30.8,1034.26,227.2,Delivered,2023-07-13,7,2023,Vellore
order_01557,farmer_0027,consumer_0170,Potato,26.58,8.7,231.25,78.82,Delivered,2023-07-14,7,2023,Thanjavur
order_00291,farmer_0040,consumer_0027,Sugarcane,3.87,13.9,53.79,18.47,Delivered,2023-07-14,7,2023,Salem
order_01223,farmer_0010,consumer_0085,Groundnut,67.46,62.1,4189.27,1341.43,Delivered,2023-07-14,7,2023,Trichy
order_02195,farmer_0016,consumer_0053,Tomato,38.53,7.3,281.27,111.56,Delivered,2023-07-15,7,2023,Thanjavur
order_02805,farmer_0042,consumer_0096,Banana,46.57,23.3,1085.08,302.41,Delivered,2023-07-15,7,2023,Erode
order_00849,farmer_0050,consumer_0005,Lady Finger,52.86,22.1,1168.21,260.86,On the way,2023-07-16,7,2023,Chennai
order_02812,farmer_0043,consumer_0152,Brinjal,37.6,20.5,770.8,193.39,Delivered,2023-07-16,7,2023,Erode
order_01625,farmer_0037,consumer_0004,Tomato,36.98,15.4,569.49,170.27,On the way,2023-07-16,7,2023,Chennai
order_00289,farmer_0037,consumer_0051,Chilli,110.79,48.8,5406.55,1597.95,Delivered,2023-07-17,7,2023,Madurai
order_00206,farmer_0030,consumer_0182,Banana,42.03,88.5,3719.66,989.45,Delivered,2023-07-18,7,2023,Erode
order_01457,farmer_0015,consumer_0168,Chilli,99.95,18.9,1889.05,451.31,Delivered,2023-07-18,7,2023,Thanjavur
order_00776,farmer_0043,consumer_0071,Tomato,38.15,1.0,38.15,15.11,Delivered,2023-07-19,7,2023,Salem
order_00707,farmer_0035,consumer_0178,Chilli,115.17,1.0,115.17,40.66,Delivered,2023-07-19,7,2023,Thanjavur
order_02839,farmer_0043,consumer_0196,Lady Finger,56.69,23.4,1326.55,476.84,Delivered,2023-07-19,7,2023,Vellore
order_00555,farmer_0023,consumer_0176,Cotton,56.62,36.7,2077.95,591.26,Delivered,2023-07-20,7,2023,Erode
order_01808,farmer_0029,consumer_0020,Cotton,58.94,6.1,359.53,114.04,On the way,2023-07-20,7,2023,Salem
order_01705,farmer_0012,consumer_0024,Chilli,109.45,25.4,2780.03,1010.02,Delivered,2023-07-21,7,2023,Madurai
order_02121,farmer_0002,consumer_0167,Cabbage,17.9,67.2,1202.88,363.45,On the way,2023-07-21,7,2023,Erode
order_02154,farmer_0018,consumer_0171,Cauliflower,35.37,5.6,198.07,48.64,Delivered,2023-07-22,7,2023,Erode
order_00578,farmer_0041,consumer_0139,Rice,29.0,3.6,104.4,24.48,Delivered,2023-07-22,7,2023,Coimbatore
order_02183,farmer_0016,consumer_0022,Tomato,37.16,11.8,438.49,151.11,Delivered,2023-07-24,7,2023,Trichy
order_02859,farmer_0010,consumer_0149,Lady Finger,48.76,16.7,814.29,193.45,Delivered,2023-07-24,7,2023,Tirunelveli
order_00376,farmer_0040,consumer_0087,Cauliflower,30.63,13.8,422.69,126.61,Delivered,2023-07-24,7,2023,Erode
order_02843,farmer_0032,consumer_0021,Cotton,53.6,6.5,348.4,107.1,Delivered,2023-07-24,7,2023,Trichy
order_02612,farmer_0018,consumer_0044,Onion,34.1,25.5,869.55,286.75,Delivered,2023-07-24,7,2023,Trichy
order_02931,farmer_0007,consumer_0094,Sugarcane,3.69,35.4,130.63,42.35,Delivered,2023-07-24,7,2023,Chennai
order_00276,farmer_0005,consumer_0112,Groundnut,66.37,57.8,3836.19,1039.36,Delivered,2023-07-24,7,2023,Trichy
order_02871,farmer_0032,consumer_0180,Brinjal,36.95,97.8,3613.71,1078.9,Delivered,2023-07-24,7,2023,Chennai
order_02953,farmer_0016,consumer_0028,Cauliflower,32.77,3.0,98.31,33.01,On the way,2023-07-25,7,2023,Coimbatore
order_00611,farmer_0029,consumer_0114,Rice,33.0,11.2,369.6,136.55,Delivered,2023-07-25,7,2023,Madurai
order_02239,farmer_0035,consumer_0177,Cotton,58.48,5.9,345.03,88.43,Delivered,2023-07-25,7,2023,Trichy
order_01951,farmer_0022,consumer_0123,Groundnut,70.03,54.9,3844.65,1488.99,Delivered,2023-07-25,7,2023,Madurai
order_02200,farmer_0024,consumer_0047,Rice,34.13,40.0,1365.2,325.58,Delivered,2023-07-26,7,2023,Thanjavur
order_01579,farmer_0003,consumer_0073,Cotton,53.59,5.2,278.67,103.42,Delivered,2023-07-26,7,2023,Vellore
order_02129,farmer_0043,consumer_0056,Sugarcane,3.89,13.7,53.29,18.82,Delivered,2023-07-27,7,2023,Coimbatore
order_00166,farmer_0006,consumer_0087,Sugarcane,3.84,1.4,5.38,1.49,Delivered,2023-07-27,7,2023,Trichy
order_01689,farmer_0030,consumer_0172,Chilli,102.96,14.7,1513.51,529.56,On the way,2023-07-27,7,2023,Madurai
order_00152,farmer_0001,consumer_0042,Chilli,109.83,9.9,1087.32,360.09,Delivered,2023-07-27,7,2023,Vellore
order_02222,farmer_0042,consumer_0051,Onion,32.54,34.4,1119.38,312.01,Delivered,2023-07-27,7,2023,Erode
order_02713,farmer_0010,consumer_0121,Cabbage,18.83,2.0,37.66,8.84,Delivered,2023-07-28,7,2023,Salem
order_00903,farmer_0010,consumer_0119,Cabbage,18.71,36.0,673.56,188.38,Delivered,2023-07-28,7,2023,Erode
order_00859,farmer_0045,consumer_0005,Tomato,40.57,38.9,1578.17,526.17,Delivered,2023-07-29,7,2023,Dindigul
order_00830,farmer_0030,consumer_0135,Cotton,55.25,37.7,2082.93,454.1,Delivered,2023-07-29,7,2023,Erode
order_01811,farmer_0002,consumer_0159,Groundnut,68.15,6.6,449.79,170.68,On the way,2023-07-30,7,2023,Tirunelveli
order_01157,farmer_0042,consumer_0169,Cotton,58.4,4.9,286.16,65.87,On the way,2023-07-31,7,2023,Thanjavur
order_00111,farmer_0046,consumer_0040,Cotton,48.87,13.7,669.52,139.02,Processing,2023-08-01,8,2023,Madurai
order_02330,farmer_0032,consumer_0110,Sugarcane,3.54,52.5,185.85,71.37,Delivered,2023-08-02,8,2023,Tirunelveli
order_01592,farmer_0021,consumer_0163,Tomato,35.11,1.0,35.11,11.4,Delivered,2023-08-03,8,2023,Salem
order_01567,farmer_0041,consumer_0008,Lady Finger,51.36,1.1,56.5,12.24,Delivered,2023-08-03,8,2023,Salem
order_02817,farmer_0025,consumer_0118,Cotton,53.66,30.4,1631.26,469.26,Processing,2023-08-03,8,2023,Dindigul
order_01816,farmer_0004,consumer_0133,Onion,32.22,2.5,80.55,20.94,Delivered,2023-08-04,8,2023,Erode
order_00973,farmer_0005,consumer_0033,Cotton,58.36,52.9,3087.24,1072.54,On the way,2023-08-05,8,2023,Salem
order_00186,farmer_0041,consumer_0196,Coconut,29.54,1.0,29.54,9.83,Delivered,2023-08-05,8,2023,Vellore
order_01640,farmer_0035,consumer_0149,Onion,32.54,1.0,32.54,10.25,On the way,2023-08-06,8,2023,Coimbatore
order_01033,farmer_0030,consumer_0112,Brinjal,35.01,2.2,77.02,17.51,Delivered,2023-08-06,8,2023,Chennai
order_02458,farmer_0031,consumer_0123,Lady Finger,49.41,14.7,726.33,164.96,Delivered,2023-08-06,8,2023,Erode
order_00733,farmer_0024,consumer_0104,Tomato,37.15,2.8,104.02,39.35,Processing,2023-08-07,8,2023,Thanjavur
order_02932,farmer_0031,consumer_0172,Sugarcane,3.42,21.7,74.21,23.24,Delivered,2023-08-07,8,2023,Madurai
order_01038,farmer_0047,consumer_0028,Brinjal,38.03,16.0,608.48,139.72,Processing,2023-08-08,8,2023,Vellore
order_00523,farmer_0040,consumer_0013,Carrot,49.36,9.1,449.18,169.29,Delivered,2023-08-08,8,2023,Chennai
order_01712,farmer_0007,consumer_0151,Rice,39.67,25.1,995.72,348.54,Delivered,2023-08-08,8,2023,Erode
order_01149,farmer_0049,consumer_0186,Sugarcane,3.69,5.4,19.93,4.05,Delivered,2023-08-08,8,2023,Vellore
order_00602,farmer_0007,consumer_0191,Banana,40.0,143.8,5752.0,1781.38,Delivered,2023-08-09,8,2023,Tirunelveli
order_01407,farmer_0029,consumer_0183,Rice,37.75,12.5,471.88,96.14,On the way,2023-08-09,8,2023,Dindigul
order_00024,farmer_0048,consumer_0091,Carrot,51.21,1.0,51.21,20.42,Processing,2023-08-09,8,2023,Erode
order_02235,farmer_0037,consumer_0008,Groundnut,73.31,49.1,3599.52,842.15,Delivered,2023-08-09,8,2023,Coimbatore
order_01118,farmer_0039,consumer_0089,Tomato,36.26,4.0,145.04,40.51,Delivered,2023-08-11,8,2023,Salem
order_00842,farmer_0026,consumer_0136,Banana,41.68,18.4,766.91,236.09,On the way,2023-08-11,8,2023,Erode
order_01484,farmer_0010,consumer_0170,Banana,37.02,10.6,392.41,78.55,Processing,2023-08-11,8,2023,Thanjavur
order_01784,farmer_0039,consumer_0058,Chilli,117.4,6.5,763.1,259.28,On the way,2023-08-11,8,2023,Madurai
order_01200,farmer_0021,consumer_0048,Cauliflower,31.76,2.5,79.4,31.46,Delivered,2023-08-12,8,2023,Tirunelveli
order_00282,farmer_0014,consumer_0079,Chilli,118.22,9.9,1170.38,418.19,Processing,2023-08-13,8,2023,Tirunelveli
order_02358,farmer_0043,consumer_0096,Carrot,48.45,59.6,2887.62,751.45,Delivered,2023-08-14,8,2023,Chennai
order_00058,farmer_0022,consumer_0034,Cotton,55.48,17.5,970.9,378.24,Delivered,2023-08-14,8,2023,Dindigul
order_00633,farmer_0039,consumer_0194,Sugarcane,4.21,5.2,21.89,7.5,On the way,2023-08-14,8,2023,Chennai
order_01872,farmer_0022,consumer_0011,Cabbage,18.57,42.2,783.65,158.47,Delivered,2023-08-14,8,2023,Erode
order_02553,farmer_0006,consumer_0160,Onion,30.37,32.7,993.1,373.83,Delivered,2023-08-14,8,2023,Trichy
order_02307,farmer_0026,consumer_0154,Banana,38.51,12.3,473.67,162.96,Delivered,2023-08-15,8,2023,Coimbatore
order_01229,farmer_0012,consumer_0089,Chilli,116.54,6.6,769.16,205.71,Delivered,2023-08-16,8,2023,Dindigul
order_01655,farmer_0034,consumer_0147,Rice,43.96,26.3,1156.15,372.79,Processing,2023-08-16,8,2023,Dindigul
order_00156,farmer_0035,consumer_0195,Chilli,113.71,10.7,1216.7,434.48,Delivered,2023-08-17,8,2023,Tirunelveli
order_01899,farmer_0001,consumer_0099,Brinjal,34.66,23.1,800.65,226.47,Delivered,2023-08-17,8,2023,Tirunelveli
order_02000,farmer_0026,consumer_0011,Rice,38.54,5.9,227.39,71.6,Delivered,2023-08-18,8,2023,Chennai
order_01471,farmer_0029,consumer_0040,Lady Finger,60.88,35.9,2185.59,476.48,Delivered,2023-08-18,8,2023,Tirunelveli
order_01263,farmer_0024,consumer_0086,Onion,33.58,48.7,1635.35,491.63,On the way,2023-08-18,8,2023,Thanjavur
order_00259,farmer_0006,consumer_0147,Cotton,54.69,43.3,2368.08,725.47,Delivered,2023-08-19,8,2023,Erode
order_01608,farmer_0033,consumer_0164,Tomato,38.58,16.2,625.0,242.76,Delivered,2023-08-19,8,2023,Tirunelveli
order_01010,farmer_0012,consumer_0011,Onion,35.65,1.5,53.47,14.79,On the way,2023-08-19,8,2023,Coimbatore
order_01734,farmer_0037,consumer_0036,Sugarcane,3.24,28.2,91.37,29.6,Delivered,2023-08-19,8,2023,Trichy
order_00947,farmer_0011,consumer_0013,Onion,31.3,23.8,744.94,285.15,Delivered,2023-08-20,8,2023,Salem
order_02388,farmer_0025,consumer_0113,Groundnut,69.9,99.5,6955.05,1509.51,Delivered,2023-08-20,8,2023,Vellore
order_02916,farmer_0026,consumer_0080,Cabbage,19.18,11.9,228.24,67.28,Delivered,2023-08-20,8,2023,Trichy
order_00052,farmer_0009,consumer_0199,Chilli,118.1,28.8,3401.28,916.7,Delivered,2023-08-21,8,2023,Erode
order_02437,farmer_0020,consumer_0137,Lady Finger,48.59,5.6,272.1,93.99,Delivered,2023-08-22,8,2023,Chennai
order_02418,farmer_0038,consumer_0030,Tomato,35.4,8.1,286.74,76.54,Delivered,2023-08-22,8,2023,Coimbatore
order_01162,farmer_0041,consumer_0153,Groundnut,69.29,44.5,3083.41,644.62,Processing,2023-08-23,8,2023,Thanjavur
order_00014,farmer_0027,consumer_0093,Chilli,114.55,5.6,641.48,217.21,Delivered,2023-08-25,8,2023,Coimbatore
order_01587,farmer_0026,consumer_0174,Cotton,58.06,4.8,278.69,61.38,Delivered,2023-08-25,8,2023,Dindigul
order_00506,farmer_0015,consumer_0062,Potato,26.34,16.2,426.71,150.44,Delivered,2023-08-25,8,2023,Chennai
order_01199,farmer_0040,consumer_0046,Onion,29.53,1.0,29.53,9.3,Delivered,2023-08-26,8,2023,Erode
order_00574,farmer_0010,consumer_0077,Groundnut,70.51,46.8,3299.87,1029.34,On the way,2023-08-26,8,2023,Madurai
order_00703,farmer_0025,consumer_0144,Banana,43.16,3.8,164.01,60.86,Delivered,2023-08-26,8,2023,Vellore
order_00992,farmer_0038,consumer_0113,Sugarcane,3.61,10.2,36.82,8.69,Delivered,2023-08-27,8,2023,Chennai
order_02201,farmer_0047,consumer_0154,Groundnut,68.63,2.1,144.12,51.79,On the way,2023-08-28,8,2023,Trichy
order_01293,farmer_0017,consumer_0056,Groundnut,67.7,28.5,1929.45,420.03,Delivered,2023-08-29,8,2023,Tirunelveli
order_00100,farmer_0050,consumer_0099,Lady Finger,52.36,22.2,1162.39,288.45,Delivered,2023-08-29,8,2023,Erode
order_02810,farmer_0016,consumer_0055,Coconut,28.81,2.9,83.55,29.69,Delivered,2023-08-29,8,2023,Trichy
order_00328,farmer_0038,consumer_0173,Onion,33.85,5.4,182.79,71.9,On the way,2023-08-29,8,2023,Dindigul
order_00562,farmer_0029,consumer_0076,Carrot,56.26,43.7,2458.56,835.03,Delivered,2023-08-29,8,2023,Madurai
order_00316,farmer_0050,consumer_0161,Tomato,39.4,40.8,1607.52,488.89,Delivered,2023-08-29,8,2023,Dindigul
order_01786,farmer_0042,consumer_0013,Cauliflower,31.91,19.6,625.44,227.94,On the way,2023-08-30,8,2023,Trichy
order_00874,farmer_0037,consumer_0157,Cauliflower,32.53,8.6,279.76,110.87,Delivered,2023-08-30,8,2023,Tirunelveli
order_00681,farmer_0009,consumer_0039,Carrot,52.97,11.1,587.97,134.96,Delivered,2023-08-30,8,2023,Coimbatore
order_01997,farmer_0048,consumer_0061,Tomato,32.7,3.6,117.72,46.82,Processing,2023-08-31,8,2023,Chennai
order_01519,farmer_0042,consumer_0009,Coconut,26.03,19.1,497.17,152.22,On the way,2023-08-31,8,2023,Chennai
order_02329,farmer_0023,consumer_0051,Tomato,37.51,73.1,2741.98,885.63,Delivered,2023-08-31,8,2023,Dindigul
order_01235,farmer_0003,consumer_0055,Rice,42.1,55.7,2344.97,470.4,Delivered,2023-08-31,8,2023,Tirunelveli
order_01740,farmer_0032,consumer_0108,Tomato,37.17,16.1,598.44,225.07,Delivered,2023-08-31,8,2023,Trichy
order_00911,farmer_0026,consumer_0128,Groundnut,69.31,32.0,2217.92,644.78,Delivered,2023-09-01,9,2023,Salem
order_01718,farmer_0036,consumer_0136,Sugarcane,3.82,8.3,31.71,6.49,Delivered,2023-09-02,9,2023,Erode
order_01284,farmer_0016,consumer_0190,Rice,44.85,1.0,44.85,17.44,Processing,2023-09-02,9,2023,Thanjavur
order_02316,farmer_0012,consumer_0104,Cauliflower,30.09,24.5,737.21,200.4,On the way,2023-09-02,9,2023,Tirunelveli
order_02069,farmer_0037,consumer_0037,Groundnut,68.31,4.7,321.06,67.47,Delivered,2023-09-02,9,2023,Tirunelveli
order_01603,farmer_0018,consumer_0199,Cotton,51.0,32.2,1642.2,587.53,Delivered,2023-09-03,9,2023,Chennai
order_00839,farmer_0001,consumer_0159,Cabbage,19.52,2.5,48.8,19.13,Delivered,2023-09-03,9,2023,Salem
order_02767,farmer_0040,consumer_0159,Chilli,110.33,96.1,10602.71,3899.74,Delivered,2023-09-04,9,2023,Erode
order_01953,farmer_0005,consumer_0169,Banana,38.67,21.9,846.87,289.77,Delivered,2023-09-04,9,2023,Salem
order_00770,farmer_0029,consumer_0054,Groundnut,75.36,1.0,75.36,30.01,Delivered,2023-09-04,9,2023,Coimbatore
order_01160,farmer_0012,consumer_0059,Potato,25.36,4.6,116.66,24.38,On the way,2023-09-06,9,2023,Madurai
order_01656,farmer_0001,consumer_0006,Onion,30.4,3.5,106.4,26.65,Delivered,2023-09-06,9,2023,Dindigul
order_00683,farmer_0043,consumer_0142,Groundnut,73.3,5.3,388.49,149.95,Delivered,2023-09-09,9,2023,Dindigul
order_00183,farmer_0008,consumer_0147,Carrot,50.56,47.8,2416.77,530.23,On the way,2023-09-10,9,2023,Trichy
order_02007,farmer_0021,consumer_0180,Potato,25.12,6.8,170.82,51.02,Delivered,2023-09-10,9,2023,Tirunelveli
order_01150,farmer_0033,consumer_0132,Rice,40.98,5.0,204.9,47.01,Delivered,2023-09-10,9,2023,Trichy
order_00831,farmer_0013,consumer_0062,Sugarcane,3.42,1.0,3.42,1.06,Delivered,2023-09-11,9,2023,Dindigul
order_02575,farmer_0035,consumer_0030,Brinjal,34.59,3.5,121.07,36.77,Processing,2023-09-12,9,2023,Erode
order_02579,farmer_0027,consumer_0086,Brinjal,34.07,3.7,126.06,27.99,Delivered,2023-09-12,9,2023,Tirunelveli
order_01341,farmer_0042,consumer_0142,Brinjal,34.88,14.7,512.74,118.54,Processing,2023-09-13,9,2023,Salem
order_02448,farmer_0028,consumer_0156,Lady Finger,42.72,31.8,1358.5,474.66,On the way,2023-09-13,9,2023,Salem
order_02332,farmer_0036,consumer_0023,Onion,29.69,30.6,908.51,186.52,Delivered,2023-09-14,9,2023,Vellore
order_02400,farmer_0020,consumer_0110,Chilli,90.79,1.0,90.79,34.04,Delivered,2023-09-15,9,2023,Coimbatore
order_01939,farmer_0005,consumer_0075,Potato,25.16,10.6,266.7,74.81,Processing,2023-09-16,9,2023,Trichy
order_01192,farmer_0001,consumer_0182,Potato,26.37,20.7,545.86,201.37,Delivered,2023-09-16,9,2023,Dindigul
order_00302,farmer_0008,consumer_0031,Lady Finger,50.36,30.7,1546.05,338.46,Delivered,2023-09-16,9,2023,Thanjavur
order_00095,farmer_0050,consumer_0099,Onion,32.7,30.0,981.0,352.55,Delivered,2023-09-17,9,2023,Vellore
order_01181,farmer_0028,consumer_0180,Rice,41.61,9.7,403.62,82.52,Processing,2023-09-17,9,2023,Vellore
order_01575,farmer_0048,consumer_0032,Rice,38.21,24.7,943.79,315.86,Processing,2023-09-17,9,2023,Coimbatore
order_00788,farmer_0045,consumer_0137,Cotton,57.77,37.3,2154.82,819.19,On the way,2023-09-17,9,2023,Coimbatore
order_01027,farmer_0007,consumer_0088,Potato,22.57,11.4,257.3,95.72,Delivered,2023-09-17,9,2023,Vellore
order_00579,farmer_0049,consumer_0018,Potato,25.7,1.0,25.7,9.55,On the way,2023-09-18,9,2023,Erode
order_01927,farmer_0026,consumer_0119,Rice,39.32,12.5,491.5,120.99,Processing,2023-09-18,9,2023,Dindigul
order_01681,farmer_0041,consumer_0110,Rice,41.07,64.2,2636.69,826.76,Delivered,2023-09-18,9,2023,Coimbatore
order_01648,farmer_0015,consumer_0072,Sugarcane,3.37,2.7,9.1,3.34,Delivered,2023-09-19,9,2023,Thanjavur
order_00742,farmer_0038,consumer_0031,Sugarcane,3.3,27.6,91.08,28.72,Delivered,2023-09-20,9,2023,Salem
order_00352,farmer_0033,consumer_0182,Carrot,53.68,7.7,413.34,90.66,Delivered,2023-09-21,9,2023,Erode
order_01961,farmer_0005,consumer_0002,Groundnut,69.34,68.8,4770.59,1693.05,Delivered,2023-09-21,9,2023,Erode
order_02429,farmer_0003,consumer_0177,Coconut,27.77,7.4,205.5,53.02,Processing,2023-09-21,9,2023,Madurai
order_02196,farmer_0003,consumer_0009,Potato,26.47,126.5,3348.45,760.56,On the way,2023-09-21,9,2023,Vellore
order_02933,farmer_0003,consumer_0031,Tomato,35.81,33.7,1206.8,325.93,Delivered,2023-09-22,9,2023,Thanjavur
order_01995,farmer_0006,consumer_0166,Tomato,37.93,6.5,246.54,85.35,Delivered,2023-09-22,9,2023,Tirunelveli
order_02873,farmer_0025,consumer_0002,Onion,31.4,18.7,587.18,147.22,Delivered,2023-09-23,9,2023,Vellore
order_02652,farmer_0044,consumer_0062,Cabbage,17.51,44.9,786.2,209.2,Delivered,2023-09-24,9,2023,Thanjavur
order_01768,farmer_0004,consumer_0181,Sugarcane,3.63,42.4,153.91,44.8,On the way,2023-09-24,9,2023,Madurai
order_00922,farmer_0048,consumer_0157,Banana,38.61,21.4,826.25,214.52,Delivered,2023-09-24,9,2023,Thanjavur
order_02197,farmer_0024,consumer_0097,Rice,40.29,44.3,1784.85,422.72,On the way,2023-09-25,9,2023,Madurai
order_01117,farmer_0027,consumer_0087,Cotton,56.11,27.2,1526.19,566.0,On the way,2023-09-25,9,2023,Trichy
order_01646,farmer_0004,consumer_0104,Carrot,48.16,10.1,486.42,105.63,Delivered,2023-09-25,9,2023,Dindigul
order_01116,farmer_0017,consumer_0104,Groundnut,68.86,11.9,819.43,203.63,Delivered,2023-09-25,9,2023,Tirunelveli
order_00965,farmer_0008,consumer_0084,Rice,41.66,8.6,358.28,117.71,Delivered,2023-09-26,9,2023,Vellore
order_01276,farmer_0023,consumer_0033,Rice,39.65,7.7,305.31,69.04,Delivered,2023-09-26,9,2023,Coimbatore
order_02315,farmer_0030,consumer_0139,Cabbage,16.62,84.2,1399.4,287.28,Processing,2023-09-26,9,2023,Madurai
order_01423,farmer_0030,consumer_0018,Sugarcane,3.44,4.5,15.48,3.24,Delivered,2023-09-27,9,2023,Dindigul
order_02913,farmer_0034,consumer_0199,Coconut,24.84,20.4,506.74,156.07,Delivered,2023-09-27,9,2023,Erode
order_00112,farmer_0008,consumer_0015,Cabbage,17.86,5.1,91.09,19.73,Delivered,2023-09-27,9,2023,Erode
order_01633,farmer_0042,consumer_0102,Banana,43.78,7.5,328.35,77.73,On the way,2023-09-27,9,2023,Chennai
order_02923,farmer_0048,consumer_0005,Groundnut,64.45,35.6,2294.42,860.15,Delivered,2023-09-27,9,2023,Coimbatore
order_02541,farmer_0049,consumer_0081,Coconut,28.76,16.4,471.66,136.44,Processing,2023-09-28,9,2023,Coimbatore
order_01990,farmer_0021,consumer_0180,Groundnut,68.64,12.1,830.54,311.08,On the way,2023-09-28,9,2023,Dindigul
order_02334,farmer_0026,consumer_0123,Potato,24.61,76.9,1892.51,471.58,Delivered,2023-09-28,9,2023,Thanjavur
order_01190,farmer_0044,consumer_0076,Banana,42.71,6.9,294.7,65.14,Delivered,2023-09-28,9,2023,Vellore
order_02609,farmer_0048,consumer_0070,Banana,39.23,10.8,423.68,139.85,Delivered,2023-09-29,9,2023,Coimbatore
order_00778,farmer_0029,consumer_0058,Rice,40.54,15.7,636.48,164.85,Processing,2023-09-29,9,2023,Dindigul
order_02725,farmer_0048,consumer_0032,Coconut,26.55,20.0,531.0,123.2,Delivered,2023-09-29,9,2023,Tirunelveli
order_02521,farmer_0029,consumer_0097,Banana,37.43,7.9,295.7,87.02,Delivered,2023-09-29,9,2023,Erode
order_02026,farmer_0026,consumer_0075,Rice,40.33,6.8,274.24,66.38,Delivered,2023-09-30,9,2023,Trichy
order_00937,farmer_0018,consumer_0101,Coconut,25.82,7.0,180.74,60.86,Delivered,2023-09-30,9,2023,Salem
order_00343,farmer_0048,consumer_0076,Groundnut,71.89,6.9,496.04,190.6,On the way,2023-09-30,9,2023,Dindigul
order_02803,farmer_0030,consumer_0129,Brinjal,29.18,15.5,452.29,106.1,Delivered,2023-10-01,10,2023,Vellore
order_02107,farmer_0042,consumer_0122,Rice,35.24,30.2,1064.25,310.8,On the way,2023-10-01,10,2023,Coimbatore
order_00755,farmer_0032,consumer_0099,Cauliflower,34.78,18.4,639.95,130.18,On the way,2023-10-01,10,2023,Salem
order_01588,farmer_0031,consumer_0125,Tomato,46.22,2.6,120.17,44.18,Delivered,2023-10-02,10,2023,Madurai
order_00826,farmer_0004,consumer_0173,Sugarcane,5.18,8.6,44.55,13.06,Delivered,2023-10-02,10,2023,Vellore
order_00720,farmer_0036,consumer_0197,Onion,33.3,66.5,2214.45,816.26,Delivered,2023-10-02,10,2023,Coimbatore
order_02844,farmer_0017,consumer_0170,Groundnut,85.03,4.9,416.65,97.15,Delivered,2023-10-03,10,2023,Thanjavur
order_00351,farmer_0045,consumer_0064,Onion,30.82,43.2,1331.42,351.94,Delivered,2023-10-03,10,2023,Thanjavur
order_00026,farmer_0038,consumer_0131,Sugarcane,4.36,27.1,118.16,40.96,Delivered,2023-10-03,10,2023,Coimbatore
order_01104,farmer_0004,consumer_0176,Onion,32.16,58.5,1881.36,648.08,Delivered,2023-10-04,10,2023,Erode
order_01580,farmer_0014,consumer_0103,Tomato,47.22,12.1,571.36,148.48,Delivered,2023-10-05,10,2023,Coimbatore
order_01877,farmer_0027,consumer_0122,Lady Finger,40.55,13.8,559.59,132.4,On the way,2023-10-05,10,2023,Dindigul
order_00382,farmer_0041,consumer_0110,Chilli,107.67,9.2,990.56,286.85,On the way,2023-10-05,10,2023,Tirunelveli
order_01945,farmer_0040,consumer_0182,Sugarcane,4.53,2.5,11.33,2.94,Processing,2023-10-05,10,2023,Madurai
order_00721,farmer_0036,consumer_0186,Carrot,53.51,20.7,1107.66,326.41,Delivered,2023-10-06,10,2023,Vellore
order_01756,farmer_0025,consumer_0175,Banana,40.86,27.9,1139.99,230.34,Delivered,2023-10-06,10,2023,Salem
order_02667,farmer_0029,consumer_0138,Cauliflower,31.58,10.1,318.96,88.55,Delivered,2023-10-06,10,2023,Vellore
order_01110,farmer_0017,consumer_0046,Cotton,68.29,8.8,600.95,156.09,Delivered,2023-10-06,10,2023,Chennai
order_02254,farmer_0005,consumer_0198,Chilli,111.42,64.5,7186.59,2743.32,Delivered,2023-10-07,10,2023,Dindigul
order_02361,farmer_0019,consumer_0179,Brinjal,24.64,1.1,27.1,7.44,Delivered,2023-10-08,10,2023,Chennai
order_00043,farmer_0015,consumer_0173,Rice,41.52,3.3,137.02,43.47,Delivered,2023-10-08,10,2023,Salem
order_00891,farmer_0006,consumer_0191,Carrot,46.04,18.5,851.74,229.04,Delivered,2023-10-08,10,2023,Erode
order_00767,farmer_0014,consumer_0120,Cauliflower,31.56,12.4,391.34,96.37,Delivered,2023-10-08,10,2023,Tirunelveli
order_00588,farmer_0032,consumer_0088,Groundnut,93.55,4.4,411.62,120.96,Processing,2023-10-09,10,2023,Thanjavur
order_01294,farmer_0042,consumer_0143,Coconut,24.79,19.4,480.93,184.64,Delivered,2023-10-09,10,2023,Vellore
order_02922,farmer_0004,consumer_0069,Brinjal,24.43,1.0,24.43,8.1,Delivered,2023-10-09,10,2023,Tirunelveli
order_02745,farmer_0006,consumer_0026,Cauliflower,34.27,16.6,568.88,209.73,Processing,2023-10-10,10,2023,Salem
order_01671,farmer_0039,consumer_0197,Potato,23.68,12.0,284.16,93.92,Delivered,2023-10-10,10,2023,Trichy
order_02781,farmer_0022,consumer_0192,Coconut,28.28,15.9,449.65,134.51,Processing,2023-10-10,10,2023,Salem
order_01217,farmer_0004,consumer_0115,Cauliflower,36.79,8.4,309.04,95.2,Delivered,2023-10-10,10,2023,Erode
